Time(s),One,Two,Three,Four
3826.097,24.262,23.174,24.765,22.922
3828.965,24.263,23.18,24.764,22.928
3831.845,24.261,23.181,24.765,22.928
3834.7,24.262,23.184,24.761,22.929
3837.569,24.26,23.187,24.762,22.937
3840.435,24.26,23.193,24.761,22.948
3843.274,24.26,23.203,24.753,22.963
3846.134,24.257,23.215,24.75,22.985
3849.002,24.253,23.214,24.752,22.996
3851.897,24.251,23.209,24.752,22.992
3854.76,24.25,23.195,24.755,22.978
3857.618,24.249,23.181,24.761,22.964
3860.465,24.245,23.169,24.766,22.952
3863.324,24.245,23.16,24.772,22.943
3866.183,24.244,23.156,24.766,22.942
3869.037,24.247,23.159,24.761,22.942
3871.896,24.248,23.164,24.764,22.943
3874.787,24.25,23.168,24.762,22.944
3877.651,24.25,23.169,24.76,22.945
3880.502,24.25,23.17,24.764,22.943
3883.375,24.248,23.166,24.769,22.939
3886.244,24.245,23.165,24.764,22.937
3889.106,24.246,23.166,24.76,22.936
3891.988,24.245,23.167,24.76,22.939
3894.855,24.245,23.17,24.756,22.94
3897.695,24.239,23.174,24.752,22.947
3900.544,24.238,23.179,24.752,22.947
3903.404,24.239,23.175,24.756,22.95
3906.274,24.24,23.188,24.755,22.955
3909.169,24.24,23.193,24.754,22.954
3912.029,24.243,23.193,24.744,22.957
3914.874,24.241,23.201,24.74,22.97
3917.724,24.242,23.211,24.739,22.984
3920.554,24.24,23.228,24.738,23.009
3923.415,24.24,23.239,24.733,23.037
3926.293,24.241,23.24,24.735,23.039
3929.153,24.242,23.232,24.733,23.035
3932.014,24.242,23.231,24.735,23.03
3934.877,24.242,23.231,24.739,23.026
3937.726,24.245,23.236,24.742,23.03
3940.575,24.243,23.254,24.75,23.04
3943.445,24.245,23.252,24.755,23.035
3946.314,24.244,23.24,24.756,23.024
3949.196,24.245,23.226,24.754,23.008
3952.066,24.243,23.208,24.751,22.989
3954.965,24.24,23.198,24.751,22.979
3957.839,24.242,23.195,24.747,22.973
3960.706,24.241,23.191,24.745,22.969
3963.585,24.241,23.182,24.751,22.961
3966.452,24.237,23.173,24.754,22.954
3969.336,24.235,23.178,24.762,22.955
3972.215,24.233,23.171,24.765,22.95
3975.055,24.234,23.165,24.765,22.949
3977.905,24.232,23.164,24.769,22.95
3980.765,24.234,23.172,24.767,22.954
3983.655,24.236,23.177,24.772,22.953
3986.539,24.235,23.178,24.772,22.952
3989.415,24.237,23.176,24.77,22.948
3992.305,24.237,23.167,24.764,22.943
3995.167,24.236,23.176,24.764,22.959
3998.047,24.237,23.184,24.762,22.975
4000.904,24.239,23.187,24.756,22.981
4003.743,24.238,23.184,24.755,22.976
4006.593,24.239,23.18,24.755,22.973
4009.463,24.239,23.181,24.761,22.973
4012.308,24.24,23.188,24.765,22.974
4015.176,24.241,23.193,24.762,22.973
4018.059,24.242,23.194,24.763,22.977
4020.918,24.241,23.192,24.763,22.972
4023.776,24.242,23.187,24.765,22.965
4026.633,24.241,23.18,24.771,22.958
4029.475,24.24,23.178,24.774,22.958
4032.336,24.241,23.176,24.773,22.956
4035.206,24.242,23.174,24.772,22.953
4038.108,24.242,23.174,24.773,22.954
4040.989,24.243,23.176,24.771,22.957
4043.856,24.244,23.175,24.764,22.956
4046.709,24.243,23.174,24.76,22.956
4049.566,24.243,23.178,24.758,22.962
4052.453,24.242,23.18,24.753,22.966
4055.346,24.236,23.18,24.75,22.968
4058.225,24.233,23.174,24.747,22.965
4061.075,24.233,23.17,24.746,22.964
4063.94,24.231,23.177,24.749,22.968
4066.797,24.224,23.18,24.756,22.969
4069.647,24.219,23.188,24.762,22.976
4072.528,24.217,23.187,24.765,22.973
4075.397,24.219,23.185,24.768,22.973
4078.265,24.22,23.185,24.761,22.973
4081.135,24.219,23.187,24.751,22.975
4083.988,24.22,23.185,24.745,22.976
4086.853,24.216,23.191,24.746,22.983
4089.709,24.211,23.194,24.746,22.985
4092.567,24.212,23.199,24.743,22.987
4095.446,24.214,23.204,24.734,22.995
4098.325,24.215,23.205,24.733,22.995
4101.195,24.217,23.217,24.74,23.002
4104.044,24.219,23.221,24.746,23.004
4106.9,24.22,23.226,24.75,23.005
4109.756,24.22,23.231,24.754,23.012
4112.676,24.222,23.231,24.756,23.01
4115.556,24.224,23.226,24.762,23.008
4118.446,24.223,23.222,24.762,23.003
4121.32,24.226,23.23,24.762,23.021
4124.216,24.227,23.239,24.763,23.02
4127.064,24.227,23.247,24.757,23.017
4129.928,24.229,23.26,24.755,23.021
4132.809,24.229,23.278,24.757,23.027
4135.689,24.229,23.292,24.755,23.035
4138.557,24.23,23.316,24.76,23.05
4141.446,24.229,23.326,24.757,23.052
4144.307,24.228,23.326,24.76,23.049
4147.152,24.231,23.328,24.763,23.046
4150.007,24.228,23.321,24.762,23.043
4152.857,24.228,23.311,24.764,23.038
4155.747,24.225,23.294,24.766,23.026
4158.647,24.223,23.278,24.769,23.015
4161.527,24.223,23.263,24.775,23.002
4164.386,24.223,23.249,24.781,22.99
4167.227,24.221,23.231,24.776,22.973
4170.077,24.221,23.223,24.779,22.966
4172.941,24.218,23.233,24.781,22.969
4175.807,24.218,23.228,24.785,22.962
4178.677,24.215,23.217,24.787,22.955
4181.551,24.212,23.209,24.786,22.952
4184.447,24.209,23.215,24.777,22.963
4187.298,24.211,23.224,24.771,22.973
4190.151,24.212,23.237,24.767,22.984
4193.002,24.214,23.239,24.768,22.985
4195.875,24.213,23.236,24.766,22.982
4198.74,24.213,23.234,24.768,22.978
4201.623,24.216,23.237,24.771,22.984
4204.527,24.215,23.241,24.767,22.989
4207.445,24.216,23.255,24.764,22.999
4210.297,24.219,23.261,24.763,23.007
4213.143,24.219,23.265,24.766,23.013
4216.012,24.22,23.266,24.762,23.013
4218.887,24.219,23.258,24.762,23.008
4221.78,24.22,23.252,24.763,23.002
4224.668,24.22,23.254,24.763,23.005
4227.517,24.22,23.266,24.765,23.017
4230.397,24.219,23.271,24.766,23.02
4233.278,24.221,23.278,24.769,23.021
4236.15,24.221,23.272,24.763,23.016
4239.039,24.22,23.261,24.765,23.011
4241.932,24.216,23.249,24.771,23.005
4244.798,24.213,23.242,24.773,23.004
4247.653,24.211,23.243,24.773,23.005
4250.509,24.212,23.243,24.766,23.006
4253.378,24.214,23.246,24.762,23.014
4256.248,24.214,23.248,24.762,23.018
4259.12,24.214,23.254,24.764,23.023
4262.013,24.215,23.249,24.763,23.021
4264.87,24.216,23.241,24.754,23.013
4267.721,24.215,23.232,24.751,23.007
4270.578,24.213,23.23,24.756,23.005
4273.439,24.214,23.225,24.755,22.999
4276.358,24.216,23.218,24.761,22.994
4279.258,24.215,23.229,24.766,23.005
4282.161,24.217,23.242,24.769,23.012
4285.041,24.216,23.259,24.772,23.024
4287.909,24.217,23.271,24.771,23.029
4290.768,24.217,23.288,24.764,23.036
4293.609,24.218,23.3,24.759,23.043
4296.488,24.217,23.304,24.757,23.044
4299.359,24.219,23.303,24.762,23.047
4302.238,24.217,23.3,24.76,23.047
4305.149,24.218,23.293,24.757,23.055
4308.028,24.216,23.297,24.759,23.066
4310.888,24.214,23.308,24.764,23.076
4313.74,24.216,23.304,24.769,23.067
4316.593,24.216,23.3,24.768,23.063
4319.469,24.213,23.289,24.769,23.054
4322.338,24.214,23.279,24.775,23.042
4325.23,24.211,23.266,24.78,23.029
4328.073,24.21,23.255,24.783,23.018
4330.921,24.209,23.253,24.783,23.01
4333.782,24.209,23.251,24.784,23.002
4336.649,24.209,23.25,24.779,22.999
4339.539,24.206,23.243,24.778,22.991
4342.419,24.204,23.231,24.779,22.982
4345.298,24.202,23.227,24.78,22.98
4348.155,24.196,23.229,24.776,22.978
4351.014,24.194,23.228,24.765,22.976
4353.869,24.197,23.235,24.755,22.985
4356.718,24.196,23.246,24.752,22.994
4359.577,24.198,23.257,24.748,23.012
4362.419,24.198,23.261,24.751,23.025
4365.309,24.198,23.255,24.76,23.026
4368.198,24.195,23.235,24.769,23.008
4371.064,24.195,23.219,24.776,22.991
4373.919,24.194,23.207,24.782,22.979
4376.774,24.194,23.205,24.785,22.971
4379.629,24.192,23.2,24.786,22.975
4382.514,24.195,23.202,24.788,22.98
4385.37,24.196,23.21,24.792,22.985
4388.254,24.196,23.213,24.797,22.982
4391.117,24.194,23.209,24.801,22.975
4393.99,24.191,23.201,24.804,22.969
4396.845,24.189,23.196,24.803,22.965
4399.692,24.187,23.196,24.804,22.967
4402.549,24.184,23.194,24.807,22.963
4405.41,24.183,23.187,24.803,22.958
4408.279,24.184,23.18,24.801,22.954
4411.141,24.186,23.172,24.801,22.95
4413.99,24.186,23.17,24.795,22.946
4416.842,24.187,23.17,24.787,22.944
4419.698,24.189,23.174,24.787,22.94
4422.58,24.189,23.177,24.788,22.94
4425.471,24.19,23.183,24.79,22.943
4428.34,24.191,23.19,24.791,22.945
4431.2,24.192,23.198,24.793,22.95
4434.041,24.194,23.208,24.793,22.954
4436.894,24.193,23.208,24.796,22.951
4439.756,24.194,23.2,24.798,22.944
4442.703,24.194,23.197,24.795,22.941
4445.56,24.195,23.192,24.79,22.938
4448.432,24.195,23.188,24.789,22.933
4451.307,24.196,23.183,24.78,22.931
4454.174,24.197,23.183,24.773,22.933
4457.023,24.198,23.18,24.766,22.931
4459.904,24.198,23.177,24.764,22.936
4462.784,24.198,23.181,24.767,22.941
4465.642,24.197,23.179,24.756,22.937
4468.501,24.197,23.175,24.747,22.935
4471.351,24.197,23.171,24.741,22.93
4474.197,24.198,23.166,24.737,22.927
4477.068,24.198,23.165,24.736,22.921
4479.921,24.199,23.164,24.742,22.925
4482.825,24.199,23.168,24.74,22.929
4485.702,24.2,23.177,24.734,22.937
4488.551,24.2,23.195,24.728,22.951
4491.396,24.202,23.212,24.723,22.967
4494.251,24.201,23.224,24.729,22.978
4497.142,24.199,23.227,24.738,22.983
4499.994,24.199,23.233,24.737,22.989
4502.864,24.199,23.241,24.738,22.994
4505.744,24.2,23.253,24.742,23.003
4508.601,24.2,23.264,24.745,23.023
4511.465,24.2,23.276,24.753,23.032
4514.311,24.202,23.283,24.759,23.031
4517.19,24.199,23.283,24.76,23.026
4520.031,24.2,23.29,24.755,23.036
4522.878,24.199,23.294,24.748,23.035
4525.735,24.2,23.294,24.75,23.033
4528.583,24.201,23.292,24.749,23.033
4531.453,24.199,23.289,24.744,23.037
4534.313,24.198,23.286,24.734,23.038
4537.171,24.198,23.28,24.733,23.038
4540.021,24.199,23.281,24.731,23.037
4542.878,24.199,23.282,24.734,23.035
4545.749,24.199,23.294,24.741,23.035
4548.59,24.2,23.294,24.738,23.028
4551.456,24.2,23.291,24.73,23.024
4554.302,24.199,23.285,24.726,23.022
4557.144,24.2,23.274,24.729,23.013
4560.008,24.2,23.26,24.739,23.007
4562.867,24.198,23.26,24.747,23.018
4565.731,24.197,23.258,24.757,23.02
4568.601,24.197,23.255,24.763,23.015
4571.486,24.199,23.247,24.768,23.004
4574.372,24.198,23.238,24.761,23.0
4577.221,24.198,23.233,24.759,22.996
4580.065,24.197,23.228,24.751,22.994
4582.926,24.197,23.225,24.754,22.995
4585.795,24.197,23.227,24.75,22.997
4588.674,24.197,23.234,24.744,22.999
4591.552,24.198,23.237,24.738,22.999
4594.401,24.199,23.242,24.742,22.998
4597.253,24.199,23.243,24.737,23.003
4600.1,24.2,23.245,24.729,23.003
4602.955,24.199,23.241,24.727,23.003
4605.821,24.2,23.239,24.736,23.002
4608.688,24.199,23.237,24.742,22.994
4611.566,24.2,23.224,24.745,22.986
4614.475,24.198,23.215,24.75,22.977
4617.35,24.197,23.211,24.752,22.975
4620.202,24.197,23.212,24.748,22.978
4623.053,24.195,23.211,24.75,22.979
4625.903,24.195,23.213,24.755,22.981
4628.773,24.192,23.212,24.76,22.98
4631.648,24.191,23.206,24.768,22.976
4634.482,24.188,23.202,24.774,22.972
4637.341,24.189,23.199,24.774,22.969
4640.192,24.189,23.194,24.771,22.971
4643.041,24.19,23.195,24.765,22.972
4645.896,24.19,23.195,24.765,22.972
4648.816,24.191,23.197,24.764,22.974
4651.672,24.192,23.207,24.762,22.982
4654.522,24.193,23.21,24.757,22.99
4657.379,24.193,23.209,24.75,22.99
4660.238,24.192,23.208,24.749,22.994
4663.115,24.194,23.209,24.755,22.994
4665.971,24.192,23.208,24.761,22.992
4668.853,24.193,23.212,24.761,22.993
4671.735,24.192,23.213,24.764,22.991
4674.623,24.191,23.217,24.764,22.992
4677.542,24.191,23.229,24.763,22.998
4680.412,24.192,23.24,24.763,23.004
4683.272,24.191,23.25,24.765,23.009
4686.159,24.192,23.26,24.767,23.015
4689.043,24.193,23.265,24.769,23.018
4692.023,24.193,23.262,24.773,23.019
4694.895,24.193,23.252,24.767,23.013
4697.784,24.193,23.245,24.764,23.01
4700.653,24.193,23.245,24.76,23.023
4703.588,24.192,23.247,24.753,23.026
4706.437,24.193,23.246,24.746,23.024
4709.322,24.194,23.256,24.746,23.035
4712.189,24.195,23.267,24.747,23.05
4715.054,24.194,23.273,24.749,23.056
4717.906,24.193,23.269,24.745,23.053
4720.781,24.193,23.262,24.74,23.044
4723.671,24.194,23.249,24.734,23.033
4726.543,24.189,23.237,24.738,23.022
4729.423,24.185,23.23,24.744,23.017
4732.283,24.182,23.22,24.752,23.005
4735.153,24.178,23.207,24.761,22.993
4738.003,24.177,23.192,24.766,22.977
4740.893,24.178,23.175,24.77,22.958
4743.794,24.179,23.16,24.775,22.946
4746.653,24.178,23.152,24.771,22.935
4749.542,24.178,23.146,24.761,22.932
4752.523,24.179,23.146,24.759,22.934
4755.373,24.179,23.152,24.762,22.94
4758.254,24.178,23.154,24.754,22.942
4761.122,24.179,23.157,24.75,22.939
4764.004,24.18,23.168,24.754,22.945
4766.898,24.179,23.173,24.756,22.944
4769.783,24.178,23.173,24.747,22.944
4772.656,24.179,23.173,24.744,22.944
4775.503,24.18,23.175,24.74,22.945
4778.343,24.18,23.174,24.74,22.945
4781.243,24.18,23.176,24.745,22.946
4784.133,24.176,23.18,24.751,22.95
4787.007,24.174,23.187,24.755,22.962
4789.893,24.175,23.197,24.757,22.966
4792.757,24.174,23.196,24.762,22.959
4795.613,24.175,23.187,24.762,22.95
4798.473,24.175,23.183,24.762,22.944
4801.324,24.175,23.185,24.759,22.946
4804.213,24.175,23.189,24.75,22.947
4807.088,24.173,23.189,24.748,22.95
4809.976,24.17,23.189,24.755,22.953
4812.883,24.167,23.189,24.762,22.951
4815.733,24.167,23.183,24.767,22.946
4818.584,24.166,23.183,24.768,22.947
4821.474,24.168,23.182,24.762,22.953
4824.353,24.169,23.185,24.761,22.959
4827.203,24.169,23.19,24.757,22.965
4830.065,24.171,23.205,24.751,22.988
4832.908,24.171,23.206,24.755,22.983
4835.763,24.171,23.21,24.756,22.984
4838.644,24.172,23.225,24.762,22.989
4841.508,24.171,23.228,24.763,22.997
4844.394,24.172,23.23,24.76,22.999
4847.313,24.174,23.228,24.756,22.989
4850.203,24.174,23.219,24.762,22.976
4853.071,24.174,23.213,24.763,22.971
4855.928,24.175,23.219,24.76,22.975
4858.782,24.175,23.218,24.758,22.982
4861.673,24.175,23.222,24.754,22.98
4864.563,24.176,23.217,24.755,22.971
4867.434,24.177,23.216,24.75,22.965
4870.303,24.176,23.23,24.747,22.971
4873.171,24.177,23.244,24.742,22.981
4876.034,24.177,23.252,24.744,22.993
4878.894,24.177,23.259,24.741,23.0
4881.754,24.177,23.268,24.741,23.004
4884.634,24.177,23.266,24.744,22.998
4887.513,24.177,23.262,24.746,22.994
4890.364,24.178,23.266,24.75,22.989
4893.204,24.178,23.269,24.744,22.997
4896.087,24.18,23.274,24.737,23.005
4898.94,24.179,23.267,24.733,23.004
4901.793,24.179,23.272,24.723,23.02
4904.667,24.174,23.258,24.722,23.009
4907.571,24.172,23.254,24.728,23.004
4910.456,24.171,23.264,24.733,23.008
4913.325,24.173,23.282,24.735,23.019
4916.196,24.173,23.298,24.73,23.03
4919.083,24.172,23.308,24.733,23.04
4921.964,24.173,23.308,24.739,23.044
4924.833,24.173,23.305,24.736,23.044
4927.689,24.175,23.299,24.734,23.038
4930.548,24.171,23.278,24.74,23.024
4933.394,24.172,23.254,24.749,23.003
4936.274,24.172,23.233,24.753,22.985
4939.135,24.172,23.22,24.754,22.972
4941.994,24.17,23.206,24.752,22.963
4944.874,24.168,23.197,24.755,22.958
4947.754,24.162,23.193,24.76,22.955
4950.644,24.162,23.192,24.766,22.956
4953.494,24.161,23.199,24.766,22.96
4956.364,24.162,23.193,24.767,22.951
4959.234,24.162,23.191,24.76,22.952
4962.109,24.164,23.191,24.753,22.951
4965.024,24.163,23.188,24.756,22.945
4967.885,24.16,23.175,24.755,22.935
4970.734,24.155,23.173,24.746,22.932
4973.614,24.153,23.171,24.741,22.931
4976.509,24.153,23.173,24.741,22.94
4979.375,24.155,23.187,24.745,22.965
4982.235,24.156,23.192,24.748,22.968
4985.139,24.157,23.196,24.749,22.965
4988.022,24.159,23.199,24.746,22.962
4990.899,24.16,23.199,24.745,22.957
4993.763,24.162,23.195,24.742,22.954
4996.66,24.162,23.2,24.735,22.958
4999.555,24.162,23.207,24.737,22.962
5002.433,24.162,23.201,24.742,22.958
5005.304,24.161,23.194,24.732,22.953
5008.173,24.162,23.192,24.732,22.953
5011.026,24.163,23.193,24.731,22.953
5013.925,24.161,23.193,24.735,22.954
5016.804,24.161,23.19,24.737,22.953
5019.696,24.162,23.197,24.741,22.965
5022.61,24.163,23.204,24.743,22.968
5025.495,24.163,23.201,24.74,22.961
5028.405,24.163,23.207,24.74,22.962
5031.294,24.164,23.216,24.735,22.968
5034.151,24.164,23.213,24.726,22.962
5037.019,24.165,23.21,24.724,22.961
5039.941,24.164,23.213,24.731,22.961
5042.83,24.163,23.214,24.73,22.959
5045.695,24.161,23.215,24.723,22.963
5048.554,24.161,23.227,24.719,22.976
5051.439,24.164,23.237,24.724,22.992
5054.295,24.163,23.245,24.727,23.001
5057.15,24.162,23.259,24.727,23.015
5060.019,24.16,23.276,24.721,23.04
5062.929,24.161,23.269,24.722,23.036
5065.82,24.16,23.259,24.718,23.03
5068.683,24.16,23.252,24.723,23.02
5071.55,24.161,23.24,24.727,23.004
5074.45,24.161,23.234,24.727,22.997
5077.306,24.162,23.225,24.724,22.988
5080.176,24.159,23.216,24.72,22.979
5083.061,24.16,23.205,24.722,22.968
5085.949,24.158,23.197,24.721,22.966
5088.82,24.16,23.19,24.725,22.966
5091.676,24.158,23.192,24.732,22.96
5094.569,24.158,23.19,24.735,22.957
5097.425,24.159,23.187,24.735,22.955
5100.278,24.16,23.189,24.739,22.956
5103.179,24.158,23.182,24.735,22.951
5106.08,24.159,23.178,24.731,22.951
5108.979,24.16,23.174,24.728,22.942
5111.848,24.16,23.178,24.729,22.942
5114.719,24.159,23.172,24.737,22.938
5117.626,24.159,23.164,24.739,22.931
5120.475,24.161,23.16,24.737,22.926
5123.356,24.16,23.155,24.742,22.92
5126.245,24.158,23.15,24.741,22.913
5129.1,24.149,23.142,24.737,22.903
5131.973,24.148,23.133,24.729,22.897
5134.83,24.15,23.133,24.728,22.896
5137.707,24.151,23.127,24.726,22.892
5140.596,24.151,23.136,24.721,22.896
5143.49,24.153,23.145,24.724,22.893
5146.366,24.155,23.146,24.725,22.891
5149.246,24.155,23.144,24.723,22.892
5152.116,24.155,23.142,24.723,22.891
5155.007,24.157,23.144,24.726,22.894
5157.885,24.157,23.151,24.733,22.899
5160.756,24.159,23.156,24.737,22.905
5163.626,24.158,23.153,24.737,22.907
5166.516,24.159,23.155,24.736,22.909
5169.416,24.159,23.162,24.734,22.911
5172.307,24.16,23.162,24.736,22.911
5175.177,24.158,23.158,24.741,22.913
5178.036,24.158,23.151,24.748,22.908
5180.956,24.156,23.144,24.754,22.908
5183.856,24.154,23.145,24.756,22.909
5186.76,24.152,23.141,24.755,22.907
5189.662,24.153,23.143,24.746,22.92
5192.531,24.154,23.146,24.748,22.925
5195.414,24.154,23.147,24.746,22.926
5198.296,24.154,23.147,24.747,22.923
5201.184,24.154,23.149,24.744,22.925
5204.071,24.154,23.147,24.74,22.922
5206.942,24.155,23.144,24.733,22.916
5209.831,24.156,23.143,24.722,22.911
5212.724,24.155,23.147,24.712,22.916
5215.606,24.156,23.149,24.713,22.928
5218.466,24.156,23.144,24.723,22.922
5221.349,24.156,23.143,24.73,22.914
5224.238,24.156,23.143,24.733,22.908
5227.114,24.156,23.142,24.736,22.906
5230.016,24.156,23.138,24.736,22.903
5232.97,24.155,23.137,24.738,22.901
5235.822,24.153,23.136,24.745,22.898
5238.726,24.151,23.136,24.749,22.898
5241.644,24.151,23.137,24.744,22.898
5244.537,24.151,23.145,24.737,22.902
5247.416,24.153,23.154,24.728,22.916
5250.286,24.151,23.155,24.722,22.926
5253.16,24.152,23.155,24.714,22.929
5256.063,24.152,23.151,24.717,22.933
5258.965,24.153,23.158,24.717,22.938
5261.848,24.153,23.156,24.714,22.939
5264.727,24.154,23.154,24.715,22.936
5267.617,24.151,23.151,24.719,22.942
5270.507,24.152,23.16,24.726,22.949
5273.376,24.151,23.167,24.729,22.951
5276.246,24.15,23.171,24.732,22.949
5279.119,24.15,23.177,24.732,22.953
5281.992,24.149,23.185,24.735,22.957
5284.882,24.151,23.188,24.735,22.954
5287.867,24.148,23.19,24.741,22.954
5290.742,24.147,23.191,24.744,22.953
5293.648,24.146,23.18,24.752,22.943
5296.542,24.145,23.168,24.75,22.932
5299.427,24.143,23.157,24.751,22.923
5302.357,24.143,23.163,24.754,22.928
5305.248,24.145,23.163,24.757,22.926
5308.135,24.145,23.17,24.76,22.933
5311.044,24.147,23.176,24.761,22.938
5313.928,24.147,23.186,24.757,22.945
5316.818,24.147,23.195,24.747,22.958
5319.697,24.147,23.201,24.739,22.966
5322.587,24.147,23.206,24.733,22.966
5325.468,24.146,23.202,24.729,22.97
5328.348,24.147,23.211,24.731,22.977
5331.237,24.146,23.212,24.737,22.981
5334.137,24.147,23.203,24.739,22.973
5336.992,24.148,23.189,24.739,22.962
5339.857,24.147,23.185,24.744,22.952
5342.745,24.146,23.179,24.744,22.948
5345.628,24.145,23.185,24.746,22.949
5348.538,24.146,23.195,24.74,22.955
5351.412,24.144,23.202,24.736,22.957
5354.317,24.143,23.198,24.736,22.948
5357.208,24.143,23.188,24.734,22.939
5360.086,24.141,23.188,24.742,22.931
5362.981,24.14,23.179,24.738,22.93
5365.85,24.137,23.183,24.733,22.929
5368.753,24.14,23.185,24.73,22.939
5371.648,24.139,23.181,24.737,22.937
5374.554,24.138,23.183,24.729,22.934
5377.448,24.141,23.196,24.724,22.945
5380.329,24.141,23.2,24.722,22.962
5383.192,24.141,23.202,24.718,22.962
5386.068,24.142,23.197,24.712,22.957
5388.967,24.141,23.191,24.708,22.951
5391.876,24.143,23.182,24.703,22.943
5394.778,24.141,23.177,24.701,22.942
5397.639,24.143,23.175,24.703,22.937
5400.481,24.144,23.163,24.706,22.927
5403.338,24.142,23.155,24.7,22.922
5406.229,24.142,23.158,24.697,22.921
5409.105,24.143,23.174,24.699,22.932
5411.959,24.145,23.185,24.699,22.939
5414.808,24.145,23.18,24.698,22.938
5417.65,24.143,23.171,24.703,22.941
5420.538,24.14,23.164,24.704,22.939
5423.465,24.139,23.164,24.712,22.931
5426.353,24.139,23.179,24.714,22.941
5429.238,24.139,23.193,24.713,22.944
5432.095,24.141,23.196,24.713,22.945
5434.947,24.14,23.194,24.72,22.942
5437.82,24.14,23.182,24.723,22.935
5440.739,24.14,23.179,24.718,22.937
5443.594,24.138,23.178,24.711,22.939
5446.497,24.137,23.169,24.705,22.929
5449.366,24.134,23.16,24.697,22.93
5452.225,24.131,23.154,24.7,22.924
5455.073,24.128,23.151,24.71,22.923
5457.963,24.128,23.152,24.717,22.919
5460.83,24.128,23.155,24.72,22.918
5463.716,24.129,23.164,24.72,22.929
5466.587,24.129,23.178,24.727,22.94
5469.469,24.13,23.184,24.722,22.944
5472.338,24.13,23.18,24.724,22.935
5475.182,24.13,23.171,24.727,22.93
5478.033,24.132,23.164,24.724,22.924
5480.879,24.131,23.155,24.73,22.922
5484.26,24.127,23.156,24.737,22.928
5487.14,24.123,23.182,24.741,22.962
5489.99,24.121,23.2,24.739,22.981
5492.834,24.123,23.203,24.736,22.986
5495.685,24.125,23.204,24.736,22.984
5498.545,24.127,23.203,24.73,22.98
5501.42,24.128,23.195,24.725,22.969
5504.339,24.126,23.185,24.724,22.962
5507.209,24.126,23.183,24.72,22.963
5510.069,24.123,23.187,24.715,22.971
5512.927,24.125,23.185,24.715,22.967
5515.795,24.126,23.18,24.712,22.958
5518.668,24.127,23.175,24.711,22.948
5521.55,24.129,23.174,24.717,22.946
5524.407,24.13,23.167,24.721,22.937
5527.259,24.128,23.158,24.724,22.928
5530.124,24.13,23.148,24.724,22.917
5533.005,24.129,23.141,24.724,22.905
5535.89,24.127,23.134,24.73,22.9
5538.748,24.125,23.137,24.722,22.897
5541.607,24.124,23.138,24.721,22.894
5544.473,24.123,23.147,24.727,22.899
5547.329,24.122,23.157,24.734,22.903
5550.199,24.122,23.155,24.737,22.9
5553.105,24.124,23.152,24.742,22.893
5555.95,24.122,23.155,24.74,22.9
5558.81,24.123,23.163,24.738,22.909
5561.672,24.124,23.16,24.744,22.908
5564.56,24.126,23.156,24.744,22.906
5567.46,24.126,23.152,24.74,22.9
5570.35,24.126,23.155,24.743,22.905
5573.24,24.129,23.153,24.745,22.904
5576.121,24.129,23.147,24.741,22.897
5579.017,24.129,23.147,24.733,22.892
5581.897,24.13,23.142,24.724,22.886
5584.869,24.131,23.138,24.724,22.886
5587.741,24.131,23.139,24.726,22.886
5590.632,24.129,23.135,24.723,22.882
5593.52,24.125,23.131,24.728,22.877
5596.416,24.121,23.119,24.733,22.87
5599.311,24.116,23.114,24.738,22.874
5602.197,24.117,23.114,24.742,22.877
5605.095,24.116,23.111,24.744,22.873
5607.991,24.117,23.111,24.748,22.877
5610.87,24.119,23.119,24.745,22.888
5613.751,24.119,23.126,24.747,22.894
5616.671,24.121,23.128,24.745,22.898
5619.556,24.121,23.139,24.742,22.914
5622.451,24.123,23.147,24.74,22.921
5625.351,24.122,23.152,24.739,22.924
5628.25,24.123,23.149,24.744,22.921
5631.102,24.123,23.147,24.745,22.918
5633.961,24.124,23.151,24.736,22.915
5636.855,24.125,23.151,24.73,22.912
5639.721,24.127,23.147,24.722,22.909
5642.611,24.126,23.141,24.719,22.905
5645.5,24.125,23.137,24.714,22.901
5648.371,24.125,23.145,24.717,22.905
5651.261,24.122,23.157,24.721,22.909
5654.122,24.122,23.164,24.718,22.915
5657.003,24.123,23.173,24.721,22.928
5659.891,24.123,23.172,24.725,22.927
5662.768,24.124,23.164,24.728,22.919
5665.651,24.125,23.159,24.733,22.909
5668.531,24.125,23.16,24.727,22.912
5671.421,24.126,23.158,24.718,22.909
5674.312,24.125,23.163,24.719,22.912
5677.168,24.124,23.168,24.722,22.919
5680.052,24.124,23.176,24.721,22.925
5682.967,24.126,23.191,24.718,22.934
5685.835,24.127,23.196,24.722,22.936
5688.731,24.128,23.201,24.721,22.938
5691.616,24.127,23.213,24.717,22.947
5694.507,24.127,23.218,24.714,22.949
5697.391,24.129,23.225,24.715,22.951
5700.301,24.127,23.225,24.723,22.951
5703.221,24.127,23.212,24.727,22.944
5706.092,24.126,23.2,24.732,22.938
5708.991,24.126,23.2,24.734,22.936
5711.875,24.125,23.197,24.727,22.934
5714.741,24.125,23.208,24.728,22.939
5717.641,24.125,23.214,24.726,22.948
5720.501,24.126,23.221,24.724,22.953
5723.352,24.126,23.232,24.719,22.971
5726.211,24.126,23.25,24.714,23.009
5729.101,24.128,23.276,24.71,23.041
5731.995,24.127,23.288,24.708,23.04
5734.869,24.129,23.294,24.716,23.045
